image_path,mask_path,totalsegmentator_folder,kind
/radraid/pteng/Totalsegmentator_dataset/s0644/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0644/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0644/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0321/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0321/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0321/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0320/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0320/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0320/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0862/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0862/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0862/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0648/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0648/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0648/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1400/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1400/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1400/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s1086/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1086/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1086/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0628/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0628/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0628/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0078/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0078/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0078/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1119/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1119/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1119/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1155/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1155/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1155/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0308/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0308/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0308/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0621/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0621/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0621/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1391/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1391/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1391/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0517/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0517/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0517/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0977/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0977/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0977/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0319/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0319/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0319/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0299/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0299/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0299/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0332/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0332/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0332/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0461/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0461/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0461/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0894/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0894/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0894/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0536/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0536/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0536/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1101/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1101/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1101/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0229/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0229/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0229/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1102/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1102/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1102/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0349/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0349/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0349/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1046/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1046/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1046/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s1124/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1124/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1124/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0662/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0662/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0662/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0403/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0403/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0403/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0705/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0705/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0705/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0707/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0707/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0707/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0392/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0392/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0392/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0907/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0907/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0907/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0605/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0605/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0605/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1378/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1378/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1378/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s1175/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1175/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1175/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0640/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0640/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0640/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1109/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1109/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1109/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0123/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0123/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0123/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0834/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0834/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0834/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0213/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0213/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0213/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1143/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1143/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1143/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0483/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0483/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0483/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0350/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0350/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0350/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s1164/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1164/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1164/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0747/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0747/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0747/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1089/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1089/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1089/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0703/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0703/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0703/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0589/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0589/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0589/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0686/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0686/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0686/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1233/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1233/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1233/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0456/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0456/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0456/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0649/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0649/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0649/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0218/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0218/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0218/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0328/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0328/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0328/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0131/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0131/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0131/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0824/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0824/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0824/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0797/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0797/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0797/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0402/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0402/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0402/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0835/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0835/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0835/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1006/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1006/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1006/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0227/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0227/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0227/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0442/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0442/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0442/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0627/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0627/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0627/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1222/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1222/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1222/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1347/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1347/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1347/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0685/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0685/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0685/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1273/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1273/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1273/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0739/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0739/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0739/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0863/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0863/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0863/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1289/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1289/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1289/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1057/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1057/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1057/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0443/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0443/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0443/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1242/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1242/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1242/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0625/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0625/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0625/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0622/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0622/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0622/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0778/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0778/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0778/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s1240/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1240/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1240/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0714/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0714/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0714/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0212/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0212/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0212/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0869/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0869/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0869/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0896/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0896/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0896/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1187/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1187/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1187/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0178/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0178/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0178/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0255/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0255/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0255/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1394/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1394/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1394/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0054/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0054/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0054/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1296/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1296/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1296/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1042/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1042/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1042/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s1182/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1182/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1182/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0413/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0413/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0413/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0908/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0908/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0908/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0597/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0597/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0597/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0286/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0286/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0286/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0211/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0211/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0211/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0128/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0128/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0128/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0120/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0120/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0120/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0050/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0050/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0050/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0197/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0197/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0197/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1223/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1223/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1223/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0749/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0749/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0749/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0425/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0425/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0425/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1226/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1226/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1226/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0956/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0956/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0956/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0082/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0082/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0082/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0066/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0066/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0066/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0590/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0590/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0590/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0885/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0885/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0885/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0375/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0375/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0375/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1247/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1247/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1247/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0355/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0355/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0355/segmentations,test
/radraid/pteng/Totalsegmentator_dataset/s0096/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0096/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0096/segmentations,validation
/radraid/pteng/Totalsegmentator_dataset/s0724/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0724/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0724/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0016/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0016/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0016/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0010/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0010/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0010/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1308/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1308/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1308/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s1191/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1191/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s1191/segmentations,train
/radraid/pteng/Totalsegmentator_dataset/s0921/ct.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0921/segmentations/lung_upper_lobe_right.nii.gz,/radraid/pteng/Totalsegmentator_dataset/s0921/segmentations,train
