image_path,image_size,image_spacing
/mnt/scratch/data/Totalsegmentator_dataset/s0211/ct.nii.gz,"(261, 261, 59)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0141/ct.nii.gz,"(406, 168, 406)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0498/ct.nii.gz,"(237, 237, 225)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1228/ct.nii.gz,"(321, 321, 402)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1062/ct.nii.gz,"(236, 236, 477)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0102/ct.nii.gz,"(369, 152, 369)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0748/ct.nii.gz,"(140, 140, 87)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0507/ct.nii.gz,"(252, 252, 441)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0067/ct.nii.gz,"(122, 154, 243)","(1.5, 1.5, 1.4999998807907104)"
/mnt/scratch/data/Totalsegmentator_dataset/s0590/ct.nii.gz,"(260, 192, 260)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0622/ct.nii.gz,"(263, 146, 241)","(1.4999998807907104, 1.5, 1.4999998807907104)"
/mnt/scratch/data/Totalsegmentator_dataset/s0347/ct.nii.gz,"(95, 95, 130)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0675/ct.nii.gz,"(309, 309, 209)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0117/ct.nii.gz,"(259, 156, 266)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0623/ct.nii.gz,"(243, 243, 442)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0986/ct.nii.gz,"(331, 145, 571)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0417/ct.nii.gz,"(142, 161, 86)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1387/ct.nii.gz,"(281, 281, 453)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0503/ct.nii.gz,"(174, 174, 233)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0122/ct.nii.gz,"(93, 93, 83)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0588/ct.nii.gz,"(184, 184, 117)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0477/ct.nii.gz,"(243, 243, 404)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0710/ct.nii.gz,"(225, 225, 92)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0224/ct.nii.gz,"(333, 333, 621)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0579/ct.nii.gz,"(128, 128, 213)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0673/ct.nii.gz,"(207, 207, 205)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0713/ct.nii.gz,"(161, 161, 76)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0657/ct.nii.gz,"(297, 297, 488)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1012/ct.nii.gz,"(285, 285, 453)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0913/ct.nii.gz,"(289, 289, 465)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0054/ct.nii.gz,"(261, 261, 273)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1240/ct.nii.gz,"(262, 262, 285)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0230/ct.nii.gz,"(221, 221, 217)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1033/ct.nii.gz,"(216, 216, 157)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0290/ct.nii.gz,"(285, 285, 115)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1215/ct.nii.gz,"(303, 303, 92)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0052/ct.nii.gz,"(249, 249, 294)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0341/ct.nii.gz,"(247, 247, 275)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0109/ct.nii.gz,"(303, 252, 303)","(1.4999998807907104, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0804/ct.nii.gz,"(236, 236, 467)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0238/ct.nii.gz,"(231, 134, 281)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1343/ct.nii.gz,"(239, 239, 220)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0889/ct.nii.gz,"(251, 251, 203)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1300/ct.nii.gz,"(167, 167, 101)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0820/ct.nii.gz,"(193, 193, 252)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0010/ct.nii.gz,"(259, 259, 283)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1399/ct.nii.gz,"(245, 245, 239)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0217/ct.nii.gz,"(133, 133, 73)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0163/ct.nii.gz,"(291, 291, 440)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1028/ct.nii.gz,"(232, 232, 282)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0035/ct.nii.gz,"(320, 320, 145)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0002/ct.nii.gz,"(185, 128, 101)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0642/ct.nii.gz,"(143, 143, 99)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1144/ct.nii.gz,"(228, 228, 225)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0234/ct.nii.gz,"(169, 169, 129)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0070/ct.nii.gz,"(242, 242, 270)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1182/ct.nii.gz,"(261, 261, 207)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0680/ct.nii.gz,"(289, 289, 449)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0084/ct.nii.gz,"(128, 128, 99)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0311/ct.nii.gz,"(292, 164, 292)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0473/ct.nii.gz,"(243, 243, 289)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0637/ct.nii.gz,"(245, 245, 437)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0801/ct.nii.gz,"(256, 171, 445)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0717/ct.nii.gz,"(199, 199, 205)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0082/ct.nii.gz,"(260, 205, 311)","(1.5, 1.5000001192092896, 1.5000001192092896)"
/mnt/scratch/data/Totalsegmentator_dataset/s0282/ct.nii.gz,"(85, 118, 118)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0034/ct.nii.gz,"(308, 308, 283)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0328/ct.nii.gz,"(265, 265, 269)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1218/ct.nii.gz,"(249, 249, 45)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1271/ct.nii.gz,"(228, 228, 90)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0995/ct.nii.gz,"(287, 287, 76)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0693/ct.nii.gz,"(232, 232, 65)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0908/ct.nii.gz,"(261, 261, 180)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0952/ct.nii.gz,"(118, 118, 269)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0897/ct.nii.gz,"(220, 220, 263)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1063/ct.nii.gz,"(291, 291, 332)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0968/ct.nii.gz,"(193, 193, 59)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0335/ct.nii.gz,"(89, 89, 89)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0344/ct.nii.gz,"(283, 283, 384)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0000/ct.nii.gz,"(294, 192, 179)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1293/ct.nii.gz,"(273, 273, 288)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1103/ct.nii.gz,"(283, 162, 851)","(1.5000001192092896, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0671/ct.nii.gz,"(205, 205, 87)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0848/ct.nii.gz,"(220, 173, 91)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0613/ct.nii.gz,"(272, 272, 417)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0576/ct.nii.gz,"(170, 166, 164)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1369/ct.nii.gz,"(290, 290, 549)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0470/ct.nii.gz,"(233, 233, 228)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0400/ct.nii.gz,"(225, 160, 203)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0532/ct.nii.gz,"(115, 115, 99)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0616/ct.nii.gz,"(337, 261, 644)","(1.5000001192092896, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0777/ct.nii.gz,"(305, 305, 536)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0183/ct.nii.gz,"(331, 201, 331)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0492/ct.nii.gz,"(333, 333, 76)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0150/ct.nii.gz,"(247, 247, 296)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0223/ct.nii.gz,"(251, 251, 191)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1286/ct.nii.gz,"(206, 206, 60)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0229/ct.nii.gz,"(269, 269, 108)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0375/ct.nii.gz,"(259, 259, 440)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1367/ct.nii.gz,"(289, 289, 274)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1006/ct.nii.gz,"(264, 264, 415)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1404/ct.nii.gz,"(236, 236, 421)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0543/ct.nii.gz,"(301, 301, 463)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0840/ct.nii.gz,"(144, 144, 137)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0577/ct.nii.gz,"(284, 284, 319)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0825/ct.nii.gz,"(153, 153, 134)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1164/ct.nii.gz,"(266, 266, 245)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0345/ct.nii.gz,"(238, 261, 476)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0112/ct.nii.gz,"(160, 158, 160)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0529/ct.nii.gz,"(247, 247, 304)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0580/ct.nii.gz,"(288, 181, 288)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0212/ct.nii.gz,"(262, 184, 327)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0096/ct.nii.gz,"(259, 259, 310)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0874/ct.nii.gz,"(142, 184, 247)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0793/ct.nii.gz,"(223, 223, 171)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0959/ct.nii.gz,"(233, 233, 413)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0838/ct.nii.gz,"(131, 131, 115)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0726/ct.nii.gz,"(273, 273, 401)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0294/ct.nii.gz,"(301, 301, 71)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0382/ct.nii.gz,"(232, 232, 309)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0537/ct.nii.gz,"(198, 198, 166)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0640/ct.nii.gz,"(267, 267, 72)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0780/ct.nii.gz,"(201, 201, 194)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0973/ct.nii.gz,"(205, 143, 200)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1017/ct.nii.gz,"(144, 144, 277)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0636/ct.nii.gz,"(277, 277, 477)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1208/ct.nii.gz,"(221, 221, 448)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1111/ct.nii.gz,"(231, 231, 419)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0291/ct.nii.gz,"(251, 226, 251)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0063/ct.nii.gz,"(210, 156, 210)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0571/ct.nii.gz,"(243, 243, 409)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0578/ct.nii.gz,"(224, 224, 395)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0259/ct.nii.gz,"(165, 113, 165)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0655/ct.nii.gz,"(95, 95, 92)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1148/ct.nii.gz,"(105, 120, 102)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0073/ct.nii.gz,"(247, 245, 265)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1069/ct.nii.gz,"(231, 231, 444)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1021/ct.nii.gz,"(136, 136, 136)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0947/ct.nii.gz,"(207, 207, 167)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0057/ct.nii.gz,"(293, 293, 184)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1102/ct.nii.gz,"(268, 268, 311)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0603/ct.nii.gz,"(254, 254, 397)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1147/ct.nii.gz,"(51, 101, 150)","(1.5, 1.5000001192092896, 1.4999998807907104)"
/mnt/scratch/data/Totalsegmentator_dataset/s0861/ct.nii.gz,"(332, 332, 140)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0766/ct.nii.gz,"(118, 138, 100)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0925/ct.nii.gz,"(145, 145, 143)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0764/ct.nii.gz,"(291, 291, 405)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1124/ct.nii.gz,"(267, 267, 536)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1235/ct.nii.gz,"(245, 170, 293)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0836/ct.nii.gz,"(231, 231, 439)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0168/ct.nii.gz,"(229, 229, 280)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0119/ct.nii.gz,"(293, 293, 343)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1257/ct.nii.gz,"(220, 220, 155)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0696/ct.nii.gz,"(206, 206, 207)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0586/ct.nii.gz,"(247, 247, 257)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0219/ct.nii.gz,"(173, 173, 60)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0182/ct.nii.gz,"(239, 239, 303)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0313/ct.nii.gz,"(109, 109, 170)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1224/ct.nii.gz,"(272, 272, 452)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0505/ct.nii.gz,"(366, 252, 366)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0508/ct.nii.gz,"(221, 221, 219)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0829/ct.nii.gz,"(212, 172, 207)","(1.5, 1.4999998807907104, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1155/ct.nii.gz,"(271, 271, 201)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1346/ct.nii.gz,"(309, 309, 65)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0242/ct.nii.gz,"(248, 194, 250)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0984/ct.nii.gz,"(140, 140, 113)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0402/ct.nii.gz,"(264, 264, 429)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1090/ct.nii.gz,"(257, 257, 439)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0768/ct.nii.gz,"(219, 174, 258)","(1.5, 1.5, 1.4999998807907104)"
/mnt/scratch/data/Totalsegmentator_dataset/s0706/ct.nii.gz,"(194, 194, 68)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0068/ct.nii.gz,"(104, 137, 189)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0252/ct.nii.gz,"(227, 227, 267)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0105/ct.nii.gz,"(283, 283, 116)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0759/ct.nii.gz,"(196, 166, 201)","(1.4999998807907104, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0481/ct.nii.gz,"(207, 207, 185)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0394/ct.nii.gz,"(225, 225, 275)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0303/ct.nii.gz,"(252, 231, 231)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0665/ct.nii.gz,"(227, 227, 166)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0246/ct.nii.gz,"(258, 258, 77)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0511/ct.nii.gz,"(284, 284, 465)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0555/ct.nii.gz,"(273, 273, 144)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0605/ct.nii.gz,"(267, 267, 223)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0835/ct.nii.gz,"(264, 264, 419)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1254/ct.nii.gz,"(141, 141, 139)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0495/ct.nii.gz,"(247, 247, 332)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0774/ct.nii.gz,"(258, 206, 626)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0385/ct.nii.gz,"(243, 243, 182)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0946/ct.nii.gz,"(236, 236, 212)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0552/ct.nii.gz,"(118, 142, 151)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0598/ct.nii.gz,"(279, 279, 234)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1073/ct.nii.gz,"(238, 238, 190)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1323/ct.nii.gz,"(227, 227, 191)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1002/ct.nii.gz,"(132, 132, 146)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1070/ct.nii.gz,"(247, 247, 428)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0174/ct.nii.gz,"(194, 133, 253)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0452/ct.nii.gz,"(211, 211, 182)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1082/ct.nii.gz,"(333, 333, 542)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0880/ct.nii.gz,"(291, 291, 463)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0669/ct.nii.gz,"(299, 299, 443)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1134/ct.nii.gz,"(103, 103, 151)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0600/ct.nii.gz,"(227, 227, 298)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1068/ct.nii.gz,"(223, 223, 80)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0444/ct.nii.gz,"(194, 194, 178)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0737/ct.nii.gz,"(230, 155, 413)","(1.5, 1.5000001192092896, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1397/ct.nii.gz,"(320, 320, 547)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0509/ct.nii.gz,"(227, 227, 315)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0608/ct.nii.gz,"(168, 168, 162)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0143/ct.nii.gz,"(279, 166, 267)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0727/ct.nii.gz,"(247, 247, 525)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s1141/ct.nii.gz,"(253, 143, 170)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0376/ct.nii.gz,"(125, 125, 167)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0797/ct.nii.gz,"(264, 264, 433)","(1.5, 1.5, 1.5)"
/mnt/scratch/data/Totalsegmentator_dataset/s0826/ct.nii.gz,"(221, 221, 123)","(1.5, 1.5, 1.5)"
